time,N1
75.85,2914.54
75.9,2915.95
75.95,2917.35
76,2918.76
76.05,2920.17
76.1,2921.58
76.15,2922.99
76.2,2924.39
76.25,2925.8
76.3,2927.21
76.35,2928.62
76.4,2930.03
76.45,2931.43
76.5,2932.84
76.55,2934.25
76.6,2935.66
76.65,2937.07
76.7,2938.48
76.75,2939.88
76.8,2941.29
76.85,2942.7
76.9,2944.11
76.95,2945.52
77,2946.92
77.05,2948.33
77.1,2949.74
77.15,2951.15
77.2,2952.56
77.25,2953.96
77.3,2955.37
77.35,2956.78
77.4,2958.19
77.45,2959.6
77.5,2961.01
77.55,2962.41
77.6,2963.82
77.65,2965.23
77.7,2966.64
77.75,2968.05
77.8,2969.45
77.85,2970.86
77.9,2972.27
77.95,2973.68
78,2975.09
78.05,2976.49
78.1,2977.9
78.15,2979.31
78.2,2980.72
78.25,2982.13
78.3,2983.53
78.35,2984.94
78.4,2986.35
78.45,2987.76
78.5,2989.17
78.55,2990.58
78.6,2991.98
78.65,2993.39
78.7,2994.8
78.75,2996.21
78.8,2997.62
78.85,2999.02
78.9,3000.43
78.95,3001.84
79,3003.25
79.05,3004.66
79.1,3006.06
79.15,3007.47
79.2,3008.88
79.25,3010.29
79.3,3011.7
79.35,3013.11
79.4,3014.51
